statefips,year,ajd_total,jdd_total,ajd_female,ajd_male,jdd_female,jdd_male,pop_total,pop_female,pop_male
4,2019,-21658,90000,-10378.43475937843,-9531.565198659897,41536.62428474426,46084.37101364136,7164228,3604059,3560169
5,2019,-1350,32701,-998.2318298518658,-1719.768156260252,14570.82148957253,13079.17795729637,3012161,1533071,1479090
6,2019,-51349,553299,-25075.02310305834,-32760.97801399231,242866.6509299278,280697.3473286629,39437463,19829641,19607822
8,2019,-8398,92652,-4351.803959310055,-5884.195790082216,41781.8724847436,44694.12836074829,5697155,2828980,2868175
9,2019,12689,65243,5388.189079284668,6081.810197234154,32792.11224365234,30159.88708496094,3574561,1831360,1743201
10,2019,-2704,14517,-1320.208129882813,-1143.791961669922,6546.922058105469,6376.077941894531,966985,499426,467559
11,2019,-1882,18345,-627.5564575195313,124.5566101074219,8949.18359375,8815.8154296875,704147,369821,334326
12,2019,-68158,322896,-28992.94438058138,-38945.05367743969,144913.6366488934,159287.3657577038,21254926,10863662,10391264
13,2019,-12213,146453,-2671.623484555632,-6117.37670147419,66806.45586311817,65926.54436445236,10519389,5403773,5115616
15,2019,-2561,16348,-889.6761426925659,-400.3238945007324,7431.381713867188,8619.618194580078,1423102,709720,713382
16,2019,-7734,19173,-4526.165665894747,-2446.834323167801,8653.49480009079,8339.504945755005,1752074,873726,878348
17,2019,1896,183400,307.7875629737973,1803.212548017502,81524.92553526163,86530.0774936676,12724685,6472590,6252095
18,2019,13697,98614,5020.057677924633,5503.941980004311,45217.39425373077,43685.60596728325,6698481,3395350,3303131
19,2019,-1476,34665,-1257.03922855854,-1324.960646986961,14986.72498458624,13663.27510488033,3149900,1582600,1567300
20,2019,1963,38227,120.9779613241553,52.02216230332851,15678.4011118114,16488.5979399085,2912748,1461321,1451427
21,2019,-3243,51826,-2873.883754372597,-2855.116099536419,22077.22112166882,22406.77972954512,4464273,2265345,2198928
22,2019,4094,58196,1314.176685422659,2509.823158621788,25335.22078576684,28377.77879023552,4664450,2387863,2276587
23,2019,2379,15812,2033.270333528519,258.7295145988464,7862.304889678955,7117.694536209106,1340123,683920,656203
24,2019,-379,78863,-1507.925794839859,1389.92573928833,37075.18431472778,37869.81592178345,6042153,3115060,2927093
25,2019,-6721,111012,-9207.637073040009,3332.635971069336,54528.46904754639,52489.53051757813,6885720,3544419,3341301
26,2019,9791,130019,473.4148485660553,4334.585629761219,59648.0965898037,58780.90080499649,9987286,5068797,4918489
27,2019,16129,93080,5964.559426888824,7067.440673589706,42604.40490436554,41519.59344959259,5608762,2815323,2793439
28,2019,241,29900,-775.8899680748582,870.889916062355,12521.17908829451,13011.82123208046,2982879,1536005,1446874
29,2019,1716,90805,-2751.616788767278,34.6166902333498,42176.71971637011,39183.28068780899,6125986,3119006,3006980
30,2019,-202,13945,-546.7719518840313,-627.228001717478,5246.894445955753,5759.10552573204,1061818,527421,534397
31,2019,-678,25717,-655.6810154989362,-341.3191441297531,11342.55159687996,10390.44897198677,1925512,964575,960937
32,2019,-10348,45985,-4507.313897967339,-5017.686191082001,21149.95858097076,21763.04083204269,3030725,1510460,1520265
33,2019,-6221,17254,-2840.768373966217,-2793.231322288513,7937.35213470459,8336.648262023926,1355064,683488,671576
34,2019,-5118,137222,-1436.664159834385,-1040.336172103882,64201.95941162109,68043.04173278809,8891730,4547534,4344196
35,2019,-605,21165,-299.4138880968094,-142.5860873162746,9600.908619642258,10441.09126830101,2093754,1057418,1036336
36,2019,22705,329585,8349.01448854059,10454.98598814011,151166.35858652,161364.6354300976,19544098,10053544,9490554
37,2019,-6906,143343,-9806.31743697077,-4450.683319211006,59291.62089437246,62030.38042116165,10391358,5336021,5055337
38,2019,-393,11425,-1417.791223973036,972.7912895381451,4255.595603764057,5650.404608726501,760062,370951,389111
39,2019,5812,154777,-852.5766305327415,582.5762174129486,70954.16113579273,68003.83714389801,11680892,5956223,5724669
40,2019,540,52083,128.3801913261414,420.6197843551636,23865.36489135027,23547.63516235352,3943488,1990175,1953313
41,2019,2101,56072,642.5366079807281,-1243.536713600159,25299.81089305878,26118.18984413147,4183538,2109387,2074151
42,2019,5950,166890,2015.723031163216,3814.276702404022,78386.48396134377,80525.51428222656,12809107,6532496,6276611
44,2019,2305,16790,1009.266448974609,968.7336730957031,7970.917907714844,7945.08251953125,1059338,543905,515433
45,2019,-512,68796,-2107.25310665369,-1512.74724984169,29347.13905274868,29347.86241078377,5091702,2623668,2468034
46,2019,1120,11122,64.71247726678848,62.28753632307053,4116.097609460354,4105.90244603157,879386,435837,443549
47,2019,-2365,83102,-420.8542468696833,1121.854082092643,37221.35259339213,39399.64652991295,6778180,3470870,3307310
48,2019,-45731,419401,-21594.18062010407,-21359.81817471981,187266.9612517953,203009.0290699005,28624564,14409326,14215238
49,2019,-5181,49467,-1755.040000557899,-2860.959808349609,21901.81333589554,24724.18597626686,3155153,1566159,1588994
50,2019,-3,7847,61.71275854110718,71.28723096847534,3574.914226293564,3910.085537195206,624802,316353,308449
51,2019,-6453,109072,-6094.696772068739,-2163.30331581831,50664.70821493864,49146.29196107388,8510920,4323072,4187848
53,2019,-16764,93484,-8523.252201735973,-6363.747624516487,43615.53192687035,44225.46638679504,7526793,3760779,3766014
54,2019,404,18300,-876.6846956461668,-780.3153446316719,7744.097004204988,7021.903374195099,1805953,912019,893934
55,2019,-1245,75660,-953.1717539653182,-2398.828260660172,36240.78770390153,33894.21176743507,5809319,2918734,2890585
56,2019,397,9461,-62.28383016586304,53.28381788730621,4111.177102088928,4480.82279920578,579054,283930,295124
72,2019,0,0,0,0,0,0,0,0,0
,2019,0,0,0,0,0,0,0,0,0
0,2020,0,0,0,0,0,0,0,0,0
1,2020,-8090,49402,-2858.470483705401,-5163.529732763767,22357.56093668938,22291.4409031868,4907965,2536133,2371832
2,2020,-795,8063,-827.8687381148338,-503.1313705444336,2903.284063458443,3150.715956449509,733603,350790,382813
4,2020,-15521,96429,-8025.699674889445,-9229.300196647644,44986.76288414001,46254.23679351807,7291843,3669041,3622802
5,2020,-4585,34377,-4858.27813410759,-2176.722259998322,15185.87603545189,15111.1234536171,3020985,1538076,1482909
6,2020,-52953,572528,-24801.92779916525,-30522.07857179642,253074.3846678734,295171.5973682404,39437610,19829085,19608525
8,2020,-11126,94368,-3416.090746313334,-6140.909047603607,43204.7284913063,45130.27049779892,5758486,2857610,2900876
9,2020,-2207,43971,-191.3271958827972,-19.67288136482239,21503.28167724609,20772.71786499023,3566022,1826990,1739032
10,2020,-793,16198,-19.35727691650391,-1200.642929077148,8080.68701171875,7349.3134765625,976668,504571,472097
11,2020,-230,18937,-557.01025390625,-323.9898681640625,9127.419921875,8702.578125,708253,372393,335860
12,2020,-41541,331180,-17835.77808713913,-23886.21916559339,150302.1316884756,166157.8718361855,21492056,10987074,10504982
13,2020,-23952,142937,-11231.86487668473,-11289.13568986021,66930.11662298441,64726.88425040245,10628020,5462335,5165685
15,2020,-1940,17095,-1158.330982208252,-963.669075012207,8004.867431640625,8574.133728027344,1415615,706419,709196
16,2020,-9052,18657,-5396.184380590916,-5652.815478682518,7009.098997622728,7726.901181221008,1789060,891995,897065
17,2020,1768,174859,-790.2498956024647,1164.249590158463,80097.60013115406,82713.39511609077,12667017,6443120,6223897
18,2020,-3819,71157,-3091.076239332557,-1167.923981770873,31890.25933027267,32365.7388958931,6731010,3411571,3319439
19,2020,1980,35684,683.1327482834458,1228.867220078595,15852.68868467212,15185.31178927422,3159596,1586636,1572960
20,2020,1582,39747,65.5364925339818,425.463348120451,17770.4126304388,17109.58729040623,2912635,1462080,1450555
21,2020,-6854,49089,-3661.493590265512,-2344.506746321917,20836.87663069367,20848.12257838249,4472345,2269036,2203309
22,2020,-12392,54356,-4528.961632840335,-7202.038649320602,23584.17888641357,26756.82223963737,4658285,2385969,2272316
23,2020,1723,15555,442.4465751647949,939.5534007549286,6965.586206436157,7446.41361618042,1345770,686674,659096
24,2020,-1406,73790,-1207.524920940399,-1423.474822372198,34957.33856201172,35101.66320610046,6054954,3122480,2932474
25,2020,-1087,97037,1135.956377029419,-835.9558305740356,47105.63684844971,44901.36326599121,6894883,3548380,3346503
26,2020,-2835,104779,-1975.23465192318,-409.7651338577271,50446.53227484226,47671.46671175957,9984795,5066743,4918052
27,2020,2419,78594,3267.952308401465,2101.047300994396,35295.80074930191,36189.20001196861,5640053,2830663,2809390
28,2020,-4853,25038,-2703.21819370985,-1687.781537741423,10385.69705760479,11030.30317640305,2978227,1534587,1443640
29,2020,16,81194,-599.7928943783045,1106.792890906334,37940.37939226627,35561.62023109198,6140475,3127846,3012629
30,2020,-1019,12083,-261.6143787205219,-662.3856336772442,4983.329365819693,5342.670401573181,1070123,531486,538637
31,2020,-2576,25698,-3339.708172887564,-1744.291765019298,10192.11243063211,10577.88702869415,1932571,967601,964970
32,2020,-3974,45952,-2577.652963161469,-2018.347033977509,20211.34972608089,22487.65139532089,3090771,1541266,1549505
33,2020,-425,15980,342.0085077285767,27.99146461486816,7513.358154296875,7751.641624450684,1360783,686814,673969
34,2020,-3130,131144,-5347.207939624786,-393.7921295166016,59372.11126708984,64672.88897705078,8891258,4545698,4345560
35,2020,-4559,19001,-1619.627275705338,-2520.372734189034,8635.947388112545,9097.052614927292,2099634,1060654,1038980
36,2020,-24633,289861,-13560.4103371501,-6872.589123368263,133646.6716127396,144390.3343629837,19463131,10012065,9451066
37,2020,-6605,133341,1050.917376160622,-7586.914922833443,68535.85988479853,57518.1394546032,10501384,5393755,5107629
38,2020,-2437,8187,-1225.420268855989,-752.5797988772392,3079.709550768137,3823.290461778641,763724,372678,391046
39,2020,20707,163816,7583.073440909386,9155.926574915648,76777.99042320251,73918.01191425323,11696507,5962634,5733873
40,2020,-7561,44725,-3276.585147187114,-3043.414990186691,19314.92796629667,20842.07053101063,3960676,1999160,1961516
41,2020,-1769,52931,-866.3792426586151,-740.620609164238,24837.23440122604,25888.76442432404,4216116,2126006,2090110
42,2020,11193,166333,5830.167927384377,5924.831546783447,79961.60566902161,78927.39654159546,12798883,6526489,6272394
44,2020,1314,15055,-627.7125244140625,-736.2876129150391,5864.171203613281,6174.828598022461,1058158,543197,514961
45,2020,-18826,55255,-7786.691068887711,-6811.309274554253,24566.4803571701,26572.51862239838,5157702,2659704,2497998
46,2020,340,10376,398.8923715949059,559.1077345013618,4489.838072359562,4292.162094831467,887127,439553,447574
47,2020,-12261,85939,-5623.880617469549,-8587.119995772839,36977.7204220891,37167.28076410294,6830325,3498429,3331896
48,2020,-78817,394643,-32858.04784935713,-43817.95112286508,181902.6051774025,186987.3909275532,28986794,14591903,14394891
49,2020,-8406,44770,-3305.131840705872,-3564.868206381798,19774.92864656448,22779.07094717026,3203383,1589845,1613538
50,2020,1242,8033,252.9993023872375,318.0006911158562,3501.581964492798,3665.418335914612,624046,315738,308308
51,2020,-7575,107001,-4046.657861700282,-2689.342534843134,48648.90119332075,47434.09956336021,8556642,4345858,4210784
53,2020,-6487,98880,-3314.034913778305,-1922.965152293444,46017.08445680141,46956.91346859932,7614024,3802546,3811478
54,2020,2142,20658,2512.736933112144,329.2629464864731,9726.456216573715,8151.544080018997,1795263,906103,889160
55,2020,-13066,74603,-10072.74269849062,-5431.2561237216,36058.81849694252,32601.181163311,5824581,2925732,2898849
56,2020,-655,6941,-279.3298434019089,-46.67009687423706,2744.365648090839,3483.634277105331,580116,284406,295710
72,2020,0,0,0,0,0,0,0,0,0
,2020,0,0,0,0,0,0,0,0,0
1,2021,2135,52802,306.2850216925144,294.7150012999773,23624.77197909355,24321.22815990448,4921532,2544566,2376966
2,2021,1273,8787,392.9163209199905,611.0836627483368,3739.735336780548,3776.265052318573,731158,349621,381537
4,2021,-10165,94685,-3981.842366218567,-4685.157806396484,42734.38006591797,46021.61750602722,7421401,3735475,3685926
5,2021,-2132,34280,-609.5040654540062,-2191.495987176895,15792.7663962841,12978.23361039162,3030522,1543666,1486856
6,2021,-62526,623940,-28674.99266082048,-29245.00653076172,273444.1786857247,322357.8196878433,39368078,19790589,19577489
8,2021,-7525,103196,-5109.124877631664,-2799.875065803528,46197.13613688946,50715.86506295204,5807719,2881832,2925887
9,2021,-14639,59802,-11301.42952728271,-3372.570243835449,31459.72509765625,26031.27597045898,3557006,1822086,1734920
10,2021,-5121,18289,-2664.062316894531,-1734.937438964844,9026.166870117188,8300.83349609375,986809,510069,476740
11,2021,-6924,17649,-3865.737548828125,-2944.263427734375,8800.736328125,8564.263671875,712816,374884,337932
12,2021,-50574,371122,-22465.94846177101,-20675.05128699541,165179.5692706108,192183.4336166382,21733312,11113132,10620180
13,2021,-884,155429,1302.699623957276,-4691.69914740324,69717.64381340146,68297.3578414917,10710017,5508468,5201549
15,2021,4524,17666,2277.446548461914,2216.553398132324,8177.73681640625,8753.263244628906,1407006,702640,704366
16,2021,-7603,20141,-5283.323922038078,-2901.676426231861,8600.753594398499,8809.246726989746,1826913,910789,916124
17,2021,18697,202270,11804.21013598144,9936.789439136162,92791.44950780272,95897.53893828392,12587530,6402224,6185306
18,2021,13241,100482,4698.088606156409,5270.911243855953,45485.98913711309,45784.01237022877,6754953,3422994,3331959
19,2021,-1665,36253,-1643.682960800827,-1463.317100182176,16063.31367141008,14716.68598508835,3163561,1587866,1575695
20,2021,7492,44321,-1188.042864479125,2063.042839050293,16579.36061406136,18433.63813269138,2913805,1462265,1451540
21,2021,6245,59463,1988.569956660271,1613.430227249861,24189.10975682735,23508.89120090008,4477251,2271906,2205345
22,2021,3442,57061,1045.33050775528,1305.6695920825,25933.93704557419,25741.06235408783,4645318,2381158,2264160
23,2021,594,14888,210.2012567520142,585.798718214035,6524.293058395386,7256.706731796265,1350141,688840,661301
24,2021,-140,79929,876.634339928627,-696.6341409683228,37533.56269836426,38509.43824386597,6055802,3123228,2932574
25,2021,2090,110396,3665.075720310211,388.924293756485,52910.21419525146,51562.78535461426,6893574,3546542,3347032
26,2021,-8033,129799,-3112.97486269474,-2852.025294005871,60701.37896585464,60664.62125110626,9966555,5058742,4907813
27,2021,10672,82578,4840.322467818856,4099.677597541362,35527.66999256611,37707.33137845993,5657342,2838748,2818594
28,2021,4657,30948,1122.200999110937,1215.799053199589,12846.87876540422,13726.12161540985,2966786,1530971,1435815
29,2021,-7094,88484,-2191.575453564525,-4600.424142688513,42926.65434062481,37608.34740233421,6151548,3133825,3017723
30,2021,1141,15469,52.80714336037636,489.1927237510681,6129.778622210026,7158.221422672272,1080577,536476,544101
31,2021,2351,27656,492.9977333247662,-328.9977594316006,11490.93397143483,11044.06586623192,1937552,969739,967813
32,2021,-419,54804,-4329.486262798309,482.4859620332718,22930.44244098663,27757.55789089203,3138259,1565619,1572640
33,2021,3850,18521,1944.624462127686,1476.375431060791,8515.19548034668,8828.804382324219,1366275,689281,676994
34,2021,-5245,146475,-6215.563289642334,183.5636196136475,64170.62956237793,72936.37017822266,8882371,4539322,4343049
35,2021,-73,23623,-133.1883496046066,342.1883306726813,10794.8501663208,11355.15033340454,2106319,1063860,1042459
36,2021,42002,331490,18296.24357748032,20445.75705504417,149943.7890787125,162361.1983175278,19336776,9946279,9390497
37,2021,-560,143645,89.45141899585724,-2791.4516158849,65851.46997523308,65004.53116416931,10600823,5448241,5152582
38,2021,-20,10793,-288.8541649952531,-275.1457769274712,3995.780672937632,5015.219195604324,765309,373494,391815
39,2021,835,165371,3461.527762323618,-2940.526599645615,77836.96174132824,76820.0374174118,11693217,5960556,5732661
40,2021,-5235,49807,-3336.996837496758,-3177.003022193909,21935.40460205078,23222.5941221714,3980783,2009602,1971181
41,2021,-4679,57205,-2362.170965671539,-2377.829110920429,25960.40075540543,28137.59929037094,4241507,2139046,2102461
42,2021,-16398,164611,-12494.23019698262,-5340.76968818903,74468.61647319794,80019.38343524933,12783254,6516212,6267042
