statefips,year,ajd_total,jdd_total,ajd_female,ajd_male,jdd_female,jdd_male,pop_total,pop_female,pop_male
41,1998,-10374,67668,-4444.771172702312,-4287.228957414627,31435.94381904602,33646.05491828918,3304310,1670001,1634309
42,1998,-21869,232346,-15626.37295591831,-6182.628783464432,108880.7111144066,111021.2886371613,12227814,6337461,5890353
44,1998,-2849,16754,-998.0780010223389,-1762.922203063965,7887.42253112793,8082.577423095703,1025353,533082,492271
45,1998,-12658,77455,-8122.540556192398,-3757.459958314896,32118.9515709877,40198.05015611649,3859696,1992456,1867240
46,1998,-1741,13366,-650.484558403492,351.4846443235874,5207.365287184715,5905.634946584702,744223,376151,368072
47,1998,-19941,109729,-12661.35229331255,-8714.64754062891,48858.43106865883,51687.56793010235,5499233,2834511,2664722
48,1998,-103711,434218,-56510.06789177656,-44003.93225598335,183396.7709670067,215140.2228659391,19740317,9966302,9774015
49,1998,-22630,43300,-9171.666999340057,-9758.33309006691,18632.69005441666,21769.30937099457,2119784,1060648,1059136
50,1998,-3801,10493,-3328.997266769409,-801.0031191110611,4522.757740020752,4891.242305755615,597239,304737,292502
51,1998,-32064,128162,-15564.58101680875,-13748.4198384881,57763.50450992584,59390.49568915367,6829183,3484558,3344625
53,1998,-13583,120443,-7527.905550509691,-6019.094375818968,57903.06749010086,58435.93212985992,5674747,2851067,2823680
54,1998,-5432,24250,-3926.922468572855,-1287.077664986253,8697.928553342819,12771.07142353058,1819113,937527,881586
55,1998,-14887,90496,-8230.382909923792,-7956.616698920727,41151.30633330345,42079.69335007668,5266213,2672959,2593254
56,1998,686,9820,28.79535555839539,51.20451271533966,3779.153223991394,4636.84688949585,489451,243495,245956
72,1998,0,0,0,0,0,0,0,0,0
99,1998,0,0,0,0,0,0,0,0,0
,1998,0,0,0,0,0,0,0,0,0
0,1999,0,0,0,0,0,0,0,0,0
1,1999,-5785,77630,-3351.28654897958,-4081.713357686996,31842.4580206871,36494.54243803024,4404701,2281866,2122835
2,1999,-2162,9375,-1485.60564160347,-657.3944091796875,3500.962483406067,4543.03731584549,619932,298509,321423
4,1999,-22468,104092,-10990.93171691895,-10024.06815719604,44900.96439743042,55700.03628158569,4883342,2450588,2432754
5,1999,-17545,41013,-5617.232214450836,-3690.767967790365,17895.32977485657,19176.6696395874,2626289,1348420,1277869
6,1999,-101680,618989,-52593.12136483192,-54172.87713646889,268503.0789375305,313253.9249839783,32987675,16532263,16455412
7,1999,0,0,0,0,0,0,0,0,0
8,1999,-37698,86861,-11988.6884239316,-13586.31204950809,28506.63303947449,31016.3691637516,4116639,2050726,2065913
9,1999,-15186,60979,-6931.184410095215,-7181.815086364746,28365.84310913086,28397.15466308594,3365352,1737186,1628166
10,1999,-1880,19294,-930.5927429199219,-759.4073638916016,9265.576782226563,8545.423706054688,763335,392982,370353
11,1999,1177,20025,-1100.034057617188,-1084.965698242188,8316.388671875,7777.61083984375,565230,299330,265900
12,1999,-59691,391888,-28656.04812163115,-22700.95138651133,171727.495737195,203908.5032148361,15486559,7938711,7547848
13,1999,-47052,178075,-21556.49528986216,-20886.50634515285,75828.77907186747,83766.21698522568,7863536,4010502,3853034
15,1999,174,21436,0,0,0,0,1215233,602865,612368
16,1999,-13422,19367,-6913.627028226852,-6703.373047746718,8438.987848877907,9103.0119150877,1252330,625894,626436
17,1999,-40543,210076,-22882.99598768353,-22079.00230452418,89330.42047929764,99503.58003020287,12271847,6272356,5999491
18,1999,-29550,97178,-13296.2927377224,-11952.70833981037,42767.45417404175,46247.54677033424,5998880,3065177,2933703
19,1999,-9556,39767,-3336.062428146601,-3077.93738206476,16413.14585661888,16979.85341024399,2902872,1483224,1419648
20,1999,-10109,49073,-3099.269534468651,-3115.730108201504,21747.65650713444,21877.34321582317,2660598,1348807,1311791
21,1999,-25352,61392,-7795.121057830751,-10881.87938600779,26727.00680488348,26919.99201858044,3985390,2042740,1942650
22,1999,-14304,76066,-8628.133136808872,-5245.866282224655,30998.35726761818,38269.64420795441,4440344,2293400,2146944
23,1999,-4587,17051,-2040.69570016861,-2918.303981781006,7880.803642272949,8036.196472167969,1259127,647065,612062
24,1999,-21507,96796,-9812.324178397655,-9237.675727844238,42607.42222595215,46127.57725906372,5204464,2691090,2513374
25,1999,-26869,110523,-11242.79978752136,-14748.2013168335,52161.3913269043,53493.61249542236,6271838,3253399,3018439
26,1999,-33104,157088,-20369.86503827572,-15651.13637244701,67210.1509552002,75407.84969043732,9847942,5028059,4819883
27,1999,-26626,79920,-10341.73675635457,-11900.26325178146,35044.4408223629,38382.55890393257,4813412,2436014,2377398
28,1999,-5531,40740,-901.2782419472933,-1136.722173929214,16973.40746241808,18584.59277653694,2804834,1454123,1350711
29,1999,-22448,94531,-11429.80458849669,-7487.195819556713,42055.87691366673,44174.12355804443,5521765,2842620,2679145
30,1999,-249,16386,66.4354060292244,-691.435555934906,7454.63781529665,6861.362134456635,892431,448397,444034
31,1999,-1946,29195,-1267.569824308157,-1618.430178403854,12368.46388396621,12859.53673481941,1695816,861988,833828
32,1999,-21644,37257,-8813.891863629222,-11068.10825514793,15771.55433368683,18722.4468870163,1853191,910193,942998
33,1999,-4360,20032,-2486.573881149292,-1762.426052093506,8788.406806945801,9851.593315124512,1205940,613851,592089
34,1999,-24546,167602,-14072.65826123953,-11069.34150505066,69701.60958862305,81183.39050292969,8287418,4269168,4018250
35,1999,-3691,30188,-1676.22568655014,-1164.774296760559,12786.95071697235,15488.04903411865,1793484,910763,882721
36,1999,-37119,314192,-16912.21724307537,-17570.78341698647,140534.0676736832,154826.9362726212,18755906,9709173,9046733
37,1999,-22653,159444,-12602.61735588312,-8480.382614642382,71662.87577772141,77833.12604045868,7809121,3999251,3809870
38,1999,-645,11589,1699.563066847622,67.43676966428757,5419.007674396038,4099.992990970612,647532,324271,323261
39,1999,-27685,194021,-14043.75350178778,-13002.24593347311,86748.30769175291,92165.69025230408,11311536,5827589,5483947
40,1999,-9770,55935,-5156.692238196731,-4204.307431399822,23543.51364731789,24679.48505377769,3405194,1735317,1669877
41,1999,-8704,67691,-5859.032994270325,-3303.967119336128,29197.05193758011,34262.94773769379,3352449,1693259,1659190
42,1999,-52618,178982,-30401.26433059573,-21738.73661661148,79544.97768592834,88814.02055168152,12245672,6344553,5901119
44,1999,-7511,11994,-3365.664211273193,-2147.336433410645,5345.241058349609,6432.758697509766,1031155,536230,494925
45,1999,-17884,66584,-7805.272857367992,-8062.727003119886,28025.30031251907,32887.69848155975,3919235,2021198,1898037
46,1999,-1615,10706,-627.6246823159745,-431.3752722144127,4446.251256465912,4037.748735427856,746058,376849,369209
47,1999,-31414,109312,-11950.30289703608,-16148.69628727436,47447.545617342,50714.45465457439,5570045,2867707,2702338
48,1999,-136126,371480,-68658.47096069157,-67353.52915987372,155088.6124479771,181463.3972141743,20157531,10170525,9987006
49,1999,-13841,43338,-4332.609317004681,-6753.390685707331,18368.53610885143,21765.46490573883,2165960,1082766,1083194
50,1999,-1604,8974,-628.0108051598072,-352.9890978336334,4016.617600440979,4454.382239341736,600416,306425,293991
51,1999,-32417,129338,-16524.60258224048,-17262.39681760408,55203.77911490202,57710.22148537636,6900918,3521274,3379644
53,1999,-18268,97633,-9325.007452011108,-8507.992065429688,43361.13728761673,48629.86266517639,5769562,2899573,2869989
54,1999,-11409,20567,-4259.647961705923,-4344.352253556252,7230.647854328156,10047.35205256939,1815609,935024,880585
55,1999,-7768,85247,-2728.712690711021,-6568.28747177124,39636.49504518509,38990.50451040268,5297672,2687271,2610401
56,1999,-1345,8605,-744.3927587270737,-719.6071657836437,3588.788028717041,3744.211864948273,490787,243669,247118
72,1999,0,0,0,0,0,0,0,0,0
99,1999,0,0,0,0,0,0,0,0,0
,1999,0,0,0,0,0,0,0,0,0
0,2000,0,0,0,0,0,0,0,0,0
1,2000,-10906,79784,-5767.414331052452,-6187.585744559765,33259.92270129919,38469.07860016823,4430141,2293259,2136882
2,2000,-613,7576,-258.0013265609741,-142.9986696243286,3234.372919797897,3527.626981019974,624779,301266,323513
4,2000,-29184,101239,-12414.56659793854,-12450.43260097504,44777.93079400063,52876.07395529747,5023823,2518299,2505524
5,2000,6311,53581,991.5933393388987,17.40666778385639,19679.76410830021,20105.23438739777,2651860,1359445,1292415
6,2000,-109917,678222,-50020.69100706093,-56819.30892956257,300135.9632663727,346641.0315876007,33499204,16800161,16699043
7,2000,0,0,0,0,0,0,0,0,0
8,2000,-22713,111006,-3513.356890708208,-6637.642609685659,37221.7920011878,38976.20959854126,4226018,2101358,2124660
9,2000,-5325,65955,-4151.57987165451,-1376.420551300049,30741.11837768555,32031.88189697266,3386401,1747148,1639253
10,2000,-5645,17931,-2033.565490722656,-2268.434661865234,8613.480651855469,8286.519836425781,774990,398732,376258
11,2000,1090,20672,-538.0519409179688,-880.9482421875,8740.431640625,8261.568359375,570213,301797,268416
12,2000,11328,406332,7377.195968329906,3847.804208517075,184660.9354548454,203955.0574588776,15759421,8073847,7685574
13,2000,-42941,172895,-19243.93017235398,-23009.07214972377,76480.64909058809,81353.34907627106,8045965,4096031,3949934
15,2000,-3056,20021,0,0,0,0,1210300,601830,608470
16,2000,-3475,23692,-2663.71104413271,-2350.289378285408,9910.258492469788,10185.74088859558,1275674,636798,638876
17,2000,-52766,214403,-28585.29994896054,-23491.70013397932,94947.19138324261,104815.8130933046,12359020,6313350,6045670
18,2000,-14582,103166,-9367.025865480304,-6296.973560810089,45396.59273153543,50611.40655446053,6044969,3083351,2961618
19,2000,-9311,48441,-2617.291877046227,-2618.708107613027,20653.67315500975,21539.32676076889,2917634,1488223,1429411
20,2000,-8766,52729,-5770.321520403028,-5913.677525579929,21865.34726184607,22735.65441119671,2678338,1356044,1322294
21,2000,-15625,62361,-6371.612867351621,-7203.38683360815,24782.6375567317,28122.36274421215,4018053,2056401,1961652
22,2000,2839,82293,816.3696141839027,1112.63037186861,35098.03124475479,40025.96854066849,4460811,2302744,2158067
23,2000,-2991,18901,-887.6508979797363,-1176.349150538445,8366.192798614502,9562.807529449463,1266808,650598,616210
24,2000,-4963,106735,-732.5075693130493,-2458.492238998413,51284.82238960266,51204.1760635376,5254509,2716928,2537581
25,2000,-18910,123743,-7391.191558122635,-10530.8083987236,58590.44958877563,58105.55018615723,6317345,3274830,3042515
26,2000,-34352,168639,-10145.91465499997,-10610.08496046066,73911.15233898163,77142.84473836422,9897116,5047770,4849346
27,2000,-22753,92622,-10986.88826072216,-8151.111506648362,38495.84741604328,43518.15502035618,4873481,2462931,2410550
28,2000,3884,48102,-711.1521814353764,-1089.847727183253,18705.86346596479,20074.13671875,2828408,1464581,1363827
29,2000,-4973,104858,-3322.566123820841,-3275.433581270278,47642.29001355171,48265.70765841007,5561948,2860166,2701782
30,2000,-3244,13039,-1484.485258966684,-1373.514776974916,5204.054599791765,5898.945451498032,897507,450543,446964
31,2000,2722,35855,1650.775180637836,846.2243790626526,16722.96162116528,15370.03732693195,1704764,865531,839233
32,2000,-35691,39251,-17013.83103990555,-16896.16983127594,16354.69649219513,20077.30258131027,1934718,949422,985296
33,2000,-5208,18705,-2147.498153686523,-2583.501955032349,8590.18293762207,9225.817504882813,1222014,621409,600605
34,2000,-28603,163276,-13938.82458114624,-11607.17664909363,70184.06852722168,84902.93637084961,8359592,4304271,4055321
35,2000,-6333,27220,-3250.532077312469,-2641.467934980989,11900.24151992798,13675.75917434692,1808082,918661,889421
36,2000,-25489,312557,-10774.97630733252,-9259.023697912693,139027.5132861137,155806.4935946465,18882725,9777654,9105071
37,2000,-20387,170023,-4550.396631032228,-11750.60268902779,79543.12733006477,81039.87442445755,7949361,4062710,3886651
38,2000,-1668,9979,-1163.720021128654,-1138.279962182045,3663.039416432381,4620.960563421249,644259,322617,321642
39,2000,9007,223468,7366.238227248192,3737.7632625103,104027.1986885071,103624.8042635918,11335454,5835017,5500437
40,2000,2291,70274,28.93483206629753,-21.93519765138626,32574.83422446251,32310.16799592972,3437147,1748783,1688364
41,2000,-1671,71560,-2230.584501564503,-196.415237903595,31363.48852825165,33894.51313781738,3393941,1712226,1681715
42,2000,-29295,203898,-18739.53391604126,-12565.4668161869,94657.47038590908,95990.53068494797,12263805,6347064,5916741
44,2000,-1081,15342,-30.36126708984375,-442.6387195587158,7397.46891784668,7716.532455444336,1040402,540724,499678
45,2000,-16010,70057,-6796.346843123436,-10111.65241414309,31165.55315685272,33147.44749736786,3974682,2045606,1929076
46,2000,-2421,11895,-1263.12241730839,-1028.877472233027,4953.637851297855,4609.362205028534,750412,378500,371912
47,2000,-11419,118225,-8470.749835878611,-7097.2489541471,51154.49300342798,53393.5077316761,5638706,2897466,2741240
48,2000,-18849,461424,-5021.835406705737,-19941.16337656975,202985.4388259649,218196.5658407211,20558220,10360202,10198018
49,2000,-9933,49004,-5211.351814001799,-6119.64840388298,20784.7750389576,23938.22506523132,2203482,1100167,1103315
50,2000,-1678,8918,-1424.597202062607,-768.4027843475342,3637.843215167522,4000.156725883484,604683,308398,296285
51,2000,-25837,126670,-12923.20680719614,-12098.79245567322,57385.35632789135,57943.64587414265,7000174,3569683,3430491
53,2000,-25264,106380,-12113.80352318287,-9814.197045713663,48259.04324835539,52835.95599555969,5842564,2934901,2907663
54,2000,-3009,25060,-2099.601113438606,-323.398935675621,9067.55613732338,12786.44382190704,1811799,931809,879990
55,2000,-11087,82403,-4838.92400175333,-5541.075912624598,37793.15642917156,39239.84236240387,5332666,2701525,2631141
56,2000,-1099,8396,-568.7556109428406,-87.24437361955643,3405.435856342316,4116.564273357391,491780,244518,247262
72,2000,0,0,0,0,0,0,0,0,0
99,2000,0,0,0,0,0,0,0,0,0
,2000,0,0,0,0,0,0,0,0,0
0,2001,0,0,0,0,0,0,0,0,0
1,2001,7529,81334,3444.754412293434,2044.245170667768,36343.55765867233,40082.44356703758,4452173,2302835,2149338
2,2001,-3093,10168,-1876.484756112099,-950.515221953392,4091.320747256279,4767.679270029068,627963,303213,324750
4,2001,-35831,99191,-15916.24410438538,-16651.75683879852,43841.70450615883,50291.29605078697,5160586,2584579,2576007
5,2001,-4034,42003,-1552.838501706719,-1232.161339342594,17825.38738441467,20272.61292171478,2678588,1371015,1307573
6,2001,-35955,719412,-12197.8457742855,-13799.15399622917,317056.9805793762,372870.0155410767,33987977,17050415,16937562
7,2001,0,0,0,0,0,0,0,0,0
8,2001,-31092,97357,-10171.94507944584,-11793.05460524559,31127.30101251602,34295.70059490204,4326921,2147742,2179179
9,2001,1851,69234,698.8948097229004,215.1055583953857,33072.73699951172,32146.26025390625,3411777,1759318,1652459
10,2001,-11126,18756,-4343.130859375,-3554.869598388672,8942.927062988281,8706.073303222656,786373,404447,381926
11,2001,-5504,13710,-2959.497802734375,-2390.502197265625,6846.5546875,6517.44482421875,572046,302643,269403
12,2001,-6249,396865,1682.292161375284,-2959.293284207582,182487.0588965416,197903.9434261322,16047515,8217314,7830201
13,2001,-21343,188055,-11509.7792096436,-9088.221471369267,82281.93763446808,90103.06163525581,8227303,4180233,4047070
15,2001,-1150,17700,-665.5986251831055,-369.4012672901154,7914.674743652344,8910.325012207031,1213519,603494,610025
16,2001,-12376,21412,-5944.204700559378,-7090.795199275017,9572.390659332275,9276.609183549881,1299430,647984,651446
17,2001,23804,285616,14917.38381002843,15787.61675475538,127472.9244416952,142355.0860558748,12434161,6345277,6088884
18,2001,-17831,100421,-11569.44469894469,-7179.554953783751,45449.83993780613,47315.15969407558,6091866,3103169,2988697
19,2001,-7398,48246,-3905.99944633618,-2807.000772029161,21344.20083105564,20877.79970109463,2929067,1491775,1437292
20,2001,-4176,56287,162.8287925422192,-3282.828503936529,26407.91362801194,23863.08516716957,2693681,1362500,1331181
21,2001,-13642,62090,-7076.014662101865,-5845.98510068655,25631.03669476509,28096.9631716013,4049021,2069716,1979305
22,2001,-13913,84914,-4741.612528696656,-6402.387904405594,42810.42112255096,36985.57947301865,4471885,2306978,2164907
23,2001,-4178,19372,-2048.223407745361,-922.776385307312,8750.825618743896,9753.174839019775,1277072,655545,621527
24,2001,-7822,103719,-3966.314083755016,-2693.685862541199,48426.94508361816,50329.05265808105,5311034,2746031,2565003
25,2001,-9779,144470,-4111.650161743164,-5702.349263191223,67371.65891265869,67797.34230804443,6361104,3296245,3064859
26,2001,-2602,197493,-299.3787768781185,1091.380004405975,88193.53847503662,98035.46397972107,9952450,5072182,4880268
27,2001,-13738,91471,-3850.61065351963,-4195.389875784516,41243.00265693665,43904.99562549591,4933692,2490622,2443070
28,2001,-5661,42142,-1726.614129468799,-4394.385941922665,18339.73030841351,18206.26958012581,2848353,1472553,1375800
29,2001,-9694,104042,-4970.054623045027,-6819.94530236721,45102.94965535402,46472.04825305939,5607285,2879787,2727498
30,2001,-2069,13856,-743.286542236805,-793.713520526886,5737.076789259911,5816.923405885696,903773,453425,450348
31,2001,-11632,25205,-5712.09211114049,-4648.907975346781,10774.41760414839,11381.58172059059,1713820,868980,844840
32,2001,-19039,44662,-8976.817461252213,-8268.181624174118,18734.93139672279,23565.06858468056,2018741,990315,1028426
33,2001,-5548,24190,-2043.522998809814,-2848.476974487305,11983.44615936279,11533.55441665649,1239882,630111,609771
34,2001,-1343,183839,682.7324934005737,789.2690734863281,82742.15863037109,92647.84072875977,8430621,4340112,4090509
35,2001,-1961,28944,-883.9343982934952,-644.0656352043152,12720.63899326324,14260.36080360413,1821204,925624,895580
36,2001,-29922,339480,-17093.32157991081,-12422.67837047577,147582.8999642134,167390.1049454212,19001780,9842061,9159719
37,2001,-11121,161901,-4413.947343409061,-6594.053486704826,72856.81024569273,78246.19065928459,8081614,4119034,3962580
38,2001,-236,9300,205.3866919875145,23.61333030462265,3652.158416122198,4139.84175825119,642023,321555,320468
39,2001,-35970,200052,-15430.91177037358,-15727.08700424433,92967.4447440505,95220.55547356606,11363543,5845425,5518118
40,2001,-12994,59040,-6839.010371312499,-5967.990456849337,26979.57326579094,27445.42708575726,3454365,1756493,1697872
41,2001,-11169,69796,-3706.412280499935,-3414.587754249573,31632.56521010399,33844.43593025208,3429708,1728647,1701061
42,2001,-9188,233849,2101.323065519333,-6560.324742853642,109986.1006278992,107975.8988227844,12284173,6351999,5932174
44,2001,-318,20297,-2029.371784210205,-1917.628265380859,7572.349182128906,8498.650703430176,1050268,545774,504494
45,2001,-7894,73329,-3569.397352293134,-5277.602543354034,31448.30184030533,36385.69831562042,4024223,2068627,1955596
46,2001,-894,12567,-492.5372749492526,-614.4626002907753,4911.529593646526,4701.470328211784,755844,380681,375163
47,2001,-3727,117233,-586.7153887748718,-4394.285081967711,51137.50542426109,53926.49350690842,5703719,2926133,2777586
48,2001,-69350,438396,-30990.0293328613,-29597.96897953004,193458.5044767857,217909.4898940325,20944499,10545156,10399343
49,2001,-12594,45061,-6222.279777109623,-5446.72082901001,19515.75520133972,22965.2450170517,2244502,1119827,1124675
50,2001,-3467,8670,-1729.151418685913,-1809.848614573479,3893.641667962074,4060.358515262604,609618,310849,298769
51,2001,-28017,137695,-12519.91439530998,-12710.08580578864,63465.95272189379,62853.0475871563,7105817,3619742,3486075
53,2001,-24922,103539,-11981.04447340965,-11709.9558249712,48135.17227113247,51302.82482492924,5910512,2967734,2942778
54,2001,-5225,21481,-2621.80134857446,-2094.198461800814,8021.392520904541,10147.60710072517,1807021,928269,878752
55,2001,-12299,91826,-7447.917864084244,-3602.081801056862,41935.92172300816,44157.07786560059,5373999,2719235,2654764
56,2001,-1456,7457,-632.5463114976883,-1124.45366102457,2866.868104934692,3517.131841659546,494300,245584,248716
72,2001,0,0,0,0,0,0,0,0,0
99,2001,0,0,0,0,0,0,0,0,0
,2001,0,0,0,0,0,0,0,0,0
0,2002,0,0,0,0,0,0,0,0,0
1,2002,1898,95839,-2271.765015103389,714.7653881907463,41858.54705357552,45856.45345497131,4467634,2309496,2158138
2,2002,1741,12564,1470.035451352596,1324.964512586594,5849.516056060791,5503.484211444855,633714,305579,328135
4,2002,5435,139675,3604.738777399063,3081.261526882648,63934.21156907082,71177.79059004784,5273477,2641676,2631801
5,2002,-3800,50207,-2185.952543973923,-335.0473140452523,21476.98407721519,23291.01739668846,2691571,1376845,1314726
6,2002,-29061,728857,-19073.49809169769,-5023.501404047012,314047.2396659851,380826.7357873917,34479458,17294223,17185235
7,2002,0,0,0,0,0,0,0,0,0
8,2002,-12736,128714,-4902.034711383283,-5017.965390920639,42699.81992515922,46585.17856454849,4425687,2195705,2229982
9,2002,-3619,74306,-2023.969287872314,-1351.030799865723,35886.36526489258,34751.63580322266,3432835,1768959,1663876
10,2002,-5424,17498,-3127.292465209961,-2452.707015991211,7909.792236328125,7922.208190917969,795699,409349,386350
11,2002,-419,21954,-496.6361389160156,-188.3639678955078,10878.7314453125,9988.26953125,574504,303740,270764
12,2002,-63327,397144,-35922.55614209175,-31582.44321703911,176167.1421718597,200785.8599560261,16356966,8372776,7984190
13,2002,-17115,201360,-11406.10493698716,-12343.89493375272,87051.32452917099,95225.67293310165,8377038,4256162,4120876
15,2002,-2222,17911,-876.75830078125,-326.2417526245117,8144.679290771484,9065.320617675781,1225948,609189,616759
16,2002,-3572,26434,-1799.824995160103,-1162.175300598145,11576.26871538162,12494.73207092285,1319962,658043,661919
17,2002,13026,272132,-516.05680526793,4734.057073712349,116262.4126633406,127070.5949741602,12488445,6370443,6118002
18,2002,20302,134793,8937.723813831806,10903.27674293518,62150.2886043191,62398.70808625221,6127760,3120158,3007602
19,2002,1981,49134,-1520.772068202496,509.7718582451344,20014.14733338356,22345.85258889198,2931997,1492287,1439710
20,2002,973,54470,-2849.491063684225,1149.490757465363,21009.40836322308,25102.59203863144,2702162,1365966,1336196
21,2002,8057,75056,1266.493290901184,4532.506979450583,28474.07448554039,34116.92524766922,4068132,2076871,1991261
22,2002,3264,84025,2592.499847397208,2511.500257134438,38078.57026362419,39932.43017482758,4477875,2308063,2169812
23,2002,-3137,24161,-1848.599617600441,-2018.400496721268,11346.44456481934,11674.55535507202,1285692,659657,626035
24,2002,-9197,109379,-4769.256902694702,-4949.743085861206,49624.32730102539,54125.67394256592,5374691,2779864,2594827
25,2002,1443,155830,-534.1504979133606,-3099.849271774292,70719.23515701294,74506.76392364502,6397634,3312567,3085067
26,2002,17368,210211,-1554.920816600323,5424.920820116997,89370.65404033661,97659.33697795868,9991120,5089289,4901831
27,2002,-22826,103891,-13086.60756436642,-9056.391914248466,43949.42509245872,48142.57402658463,4982796,2514149,2468647
28,2002,11161,59110,2700.900697350502,4363.099465787411,24821.89765202999,27451.10304546356,2852994,1473486,1379508
29,2002,3798,117522,-3.241673916578293,3679.242101728916,49851.06748533249,56766.93170166016,5641142,2895476,2745666
30,2002,-1834,14303,-856.9322620555758,-867.0676918327808,6046.33792540431,6134.662422657013,906961,454683,452278
31,2002,-58,37656,323.096221966669,1975.903983220458,16298.10558521748,17794.89327192307,1719836,871208,848628
32,2002,-21180,49417,-9297.41542506218,-11548.58291381598,21465.4170923233,25851.58329963684,2098399,1030850,1067549
33,2002,415,27043,346.7689294815063,698.2312154769897,11075.08470153809,12868.91491699219,1255517,637412,618105
34,2002,-22244,174822,-11103.88381767273,-10413.11635971069,77473.79124450684,86706.21282958984,8492671,4369932,4122739
35,2002,-1128,31479,-264.2292569875717,-107.770777463913,13700.25292873383,15518.74742698669,1831690,930387,901303
36,2002,8759,364811,4550.25540882349,10525.74412080646,162838.8551697731,183977.1488952637,19082838,9878713,9204125
37,2002,-17574,174166,-14117.05722153187,-3452.940979301929,76802.94218283892,86613.05852937698,8210122,4187317,4022805
38,2002,-2860,9371,-1753.437662422657,-862.5621404647827,3987.811435461044,3596.188381910324,639062,319787,319275
39,2002,1658,229783,1050.923213541508,2444.076095223427,103921.3985545635,109525.6008529663,11387404,5853691,5533713
40,2002,-2084,67711,-1765.267627969384,-723.7325534820557,29807.85674637556,30999.14036881924,3467100,1760052,1707048
41,2002,-14766,66778,-5030.640547201037,-4950.359711885452,29872.12703371048,34130.87192058563,3467937,1747889,1720048
42,2002,-21099,232917,-15654.71176087856,-5177.287561416626,103484.9911255836,113877.0090684891,12298970,6354395,5944575
44,2002,-498,16276,-265.1655378341675,-219.8344440460205,7365.217498779297,8576.782409667969,1057142,548974,508168
45,2002,-356,86501,-1839.342136383057,-1037.657942175865,38433.86333560944,41076.13629436493,4064995,2089963,1975032
46,2002,-9522,11707,-2196.975010931492,-2044.024950265884,4830.269483566284,4755.730523109436,757972,381537,376435
47,2002,19262,137298,5411.408715514932,6701.591631889343,58951.66945695877,66956.33359050751,5750789,2948421,2802368
48,2002,-28429,513526,-22820.26087325811,-12405.73969498277,217347.231061697,251952.7619462013,21319622,10731190,10588432
49,2002,4316,65522,3313.309279337525,618.6910424232483,30794.08793950081,31559.91457080841,2283715,1139182,1144533
50,2002,-355,10021,-346.3013253211975,326.3013088516891,4134.027818441391,5139.972265481949,612223,311779,300444
51,2002,-32861,142541,-19502.51797905564,-14348.48222516477,62053.17640227079,65371.8205704689,7198362,3665386,3532976
53,2002,-8847,113499,-4166.848202869296,810.8478829860687,50925.2050023675,57301.7963821888,5985722,3002080,2983642
54,2002,4170,27635,1674.775780797005,1484.224195480347,11104.31462454796,12301.68570542336,1801481,923643,877838
55,2002,9679,98921,3536.416903018951,7360.583229094744,44515.00702416897,48181.99246740341,5406835,2733647,2673188
56,2002,-1274,8653,-690.1864731609821,-612.8135241270065,3673.204905509949,4183.79501247406,494657,245327,249330
72,2002,0,0,0,0,0,0,0,0,0
99,2002,0,0,0,0,0,0,0,0,0
,2002,0,0,0,0,0,0,0,0,0
0,2003,0,0,0,0,0,0,0,0,0
1,2003,-3886,95859,-5508.621176823974,875.6227118968964,41972.21050143242,48607.78962874413,4480089,2314370,2165719
2,2003,-3258,12001,-1894.672311782837,-1772.327675193548,5100.019316196442,5266.980673551559,642337,309633,332704
4,2003,-13896,143811,-7009.770162582397,-4586.230092048645,64292.50029093027,74855.50375270844,5396255,2704217,2692038
5,2003,5332,59796,1934.875937387347,5668.124859392643,24767.67156553268,28730.32729196548,2705927,1383239,1322688
6,2003,-17581,911184,-18546.4606667161,749.4648435115814,397448.1355600357,474307.8728542328,34871843,17498462,17373381
7,2003,0,0,0,0,0,0,0,0,0
8,2003,2894,141554,347.299470603466,4102.700319632888,62371.20379495621,71001.79268741608,4490406,2228665,2261741
9,2003,-8358,82455,-6404.355134963989,-3459.645036697388,37248.45880126953,39644.54144287109,3458749,1780500,1678249
10,2003,-8920,22851,-4868.472106933594,-2109.527526855469,10502.02990722656,10524.97009277344,806169,414652,391517
11,2003,-1750,23820,-842.242431640625,-741.7576904296875,12227.8046875,11186.1962890625,573158,303146,270012
12,2003,57352,553293,17001.21385240555,32958.79154109955,244480.1615481377,283189.8397035599,16689370,8541734,8147636
13,2003,18549,252839,2826.504782482982,12394.49590594321,110482.3728028536,122766.629817009,8508256,4327934,4180322
15,2003,-5078,23462,-3149.939331054688,-2487.060852050781,10364.99691772461,11629.00415039063,1239613,616192,623421
16,2003,-3180,30920,-2185.574626356363,-453.4253728017211,14453.15453267097,13611.84682846069,1340372,668686,671686
17,2003,35625,348797,8820.787629440427,25388.21318638325,151846.9979872704,174624.0007472038,12525556,6387897,6137659
18,2003,-12459,138988,-9718.395149242133,-4586.604673743248,60465.40386462212,66986.5973842144,6155967,3133342,3022625
19,2003,-2823,61162,-4324.867872685194,-1661.132372677326,24578.50340646505,25162.49655377865,2934234,1491450,1442784
20,2003,-9755,63400,-8654.904004998505,-2672.095595743507,24916.76377719641,28799.23689484596,2713535,1371898,1341637
21,2003,-9885,73978,-4911.549060434103,-4164.450926363468,30458.70353987813,34968.29601287842,4089875,2087223,2002652
22,2003,-8314,94229,-6712.293594122631,-7674.706927657127,38561.74639773369,43739.25393247604,4497267,2315524,2181743
